253,252,252,155,120,80,196,173,144,83,62,38,228,216,205
247,242,235,195,186,173,60,51,45,219,203,78,128,119,112
102,114,116,7,151,223,27,31,36,243,251,253,176,224,246
84,62,43,243,242,240,238,221,76,191,171,164,227,128,26
220,209,201,139,102,73,191,161,132,248,248,247,55,39,27
252,252,252,50,36,27,220,126,116,106,135,161,207,199,202
253,254,253,133,108,88,188,176,156,61,39,30,228,227,224
118,158,141,242,240,233,84,98,86,35,44,35,198,198,191
252,252,247,244,224,49,200,204,195,116,119,71,241,230,122
251,252,252,159,196,190,215,215,213,133,127,111,53,48,41
249,244,233,125,101,81,69,58,52,167,146,128,230,207,201
40,24,20,251,252,251,200,169,153,177,76,41,88,122,172
252,249,249,141,145,128,241,141,153,62,61,52,213,208,202
250,251,250,43,40,36,167,144,112,216,213,191,188,45,36
210,217,216,247,248,246,57,57,53,136,164,173,32,125,155
190,143,67,252,252,252,26,19,15,231,233,224,219,195,148
216,216,216,43,43,43,252,252,252,105,105,105,161,161,161
31,25,20,217,219,217,167,163,154,109,92,80,252,252,251
253,253,253,194,196,192,84,85,78,228,234,233,145,144,137
99,76,49,252,251,249,164,137,91,218,211,196,27,23,17
4,166,206,216,56,32,107,207,227,219,127,98,222,225,218
85,73,65,249,249,248,202,200,197,43,35,30,135,138,143
249,250,251,75,65,69,140,205,220,215,214,216,185,155,158
166,148,125,13,48,86,212,201,188,97,81,77,10,25,44
247,248,247,43,39,37,247,122,22,190,172,147,22,182,179
10,37,28,246,247,249,90,110,94,150,156,137,45,79,57
253,253,253,39,37,34,178,173,165,112,106,97,225,223,220
44,40,35,250,249,249,146,131,118,98,87,80,212,210,209
202,230,216,90,77,62,251,251,250,184,172,151,228,233,225
248,250,247,44,105,174,163,181,192,239,234,113,98,113,108
201,158,147,250,241,237,219,203,201,185,102,77,46,25,20
252,252,250,153,158,159,247,239,72,85,94,94,203,208,206
248,250,246,56,180,207,116,79,137,121,213,229,226,226,69
251,251,250,64,55,56,205,151,103,215,205,191,143,97,79
242,247,250,86,168,205,74,72,54,197,216,224,174,159,139
253,253,254,94,68,52,226,234,244,156,149,152,201,208,216
245,246,242,170,143,15,48,37,17,248,218,15,166,176,192
252,250,249,30,59,111,214,66,55,40,17,15,181,164,164
212,204,198,63,62,61,253,249,249,180,155,143,115,113,113
251,251,250,123,79,56,144,136,120,50,27,13,200,192,177
249,248,248,187,124,75,110,70,34,206,171,143,227,219,215
252,253,251,106,203,229,203,183,149,65,91,78,240,231,86
250,250,249,93,90,57,160,144,116,31,32,15,210,202,181
58,51,42,251,251,250,147,126,107,240,225,34,204,198,185
253,253,253,175,141,134,210,197,187,64,49,45,245,238,234
166,142,130,252,250,251,15,12,10,209,205,208,81,65,57
213,205,175,249,249,248,55,112,159,176,146,78,79,53,29
252,252,250,251,171,16,143,141,133,207,204,193,23,23,22
252,203,211,134,25,41,212,124,115,247,237,230,241,176,175
253,253,253,129,65,34,197,141,83,228,218,206,206,182,154
168,198,187,253,253,252,246,200,116,248,223,189,128,117,90
248,248,246,152,49,40,229,185,94,152,148,133,215,208,195
251,251,251,114,112,110,161,160,160,36,35,33,214,212,213
6,110,174,179,213,231,54,75,70,247,252,252,103,156,186
251,251,250,243,151,22,89,85,65,251,241,208,179,175,145
